input_file,correctness,completeness,accuracy
celldive-01dc5cc1c13919ad784e58017cf4c917.json,0.75,0.8125,0.8260869565217391
celldive-060dfa0fdf2b840864f62d2cd1a7a456.json,0.6875,0.8125,0.782608695652174
celldive-0818138c21aec83ce786e7b4f6013dfa.json,0.6875,0.8125,0.7391304347826086
celldive-0aa1c86da31f7617292377d898255965.json,0.6875,0.8125,0.782608695652174
celldive-0b3f1cc82690a70568eeb246f97773ca.json,0.5625,0.8125,0.6956521739130435
celldive-0ca0721ae67b78b5eed7c0ef20dc6ac1.json,0.6875,0.8125,0.782608695652174
celldive-1775f81a5e3186cd527f8535a2010fe8.json,0.6875,0.75,0.782608695652174
celldive-215f1050fc286dcc579edfd9c2494de1.json,0.625,0.875,0.7391304347826086
celldive-2630ecad17e612d15478763f5dd3184a.json,0.6875,0.8125,0.782608695652174
celldive-2a8f9054ab7f39fac1fc05444d7d3eb6.json,0.6875,0.8125,0.782608695652174
celldive-348337689f67bfb293f9b01f40078ef5.json,0.8125,0.875,0.8695652173913043
celldive-59f249caa2fe225f030205c2abd86051.json,0.6875,0.8125,0.7391304347826086
celldive-5d1eb887172ea847a2b41787085803cd.json,0.75,0.8125,0.8260869565217391
celldive-65e850415322baad58626e3a228478dc.json,0.5,0.8125,0.6521739130434783
celldive-6be2f666384a91ddf600067a65abbc6d.json,0.8125,0.875,0.8260869565217391
celldive-6c75548f017fe5891f2ddc91566565f0.json,0.8125,0.875,0.8260869565217391
celldive-72b0dc83701c045d954b457baed40697.json,0.75,0.875,0.8260869565217391
celldive-77803dd6ac572ad570034053589266c8.json,0.6875,0.8125,0.782608695652174
celldive-7f87bc43a6fb0e6bacaac475fb3efaa2.json,0.625,0.8125,0.7391304347826086
celldive-90e8a777898feac1ac0d2bbe3855b3f3.json,0.625,0.875,0.7391304347826086
celldive-9442fd8dcb0040b929ef1c048bf181ef.json,0.5625,0.6875,0.6956521739130435
celldive-afdcf5ff7776fb4463af8f251b57eb36.json,0.6875,0.8125,0.782608695652174
celldive-c66552ff89678bf21e32e78d3f012a5c.json,0.625,0.75,0.7391304347826086
celldive-c8c9873c9041b3bc3b75fb71f887e1c0.json,0.625,0.75,0.6956521739130435
celldive-ce30489adeb0c18b028055b8b60707ca.json,0.4375,0.75,0.5652173913043478
celldive-d5591e72c2f16713e1499b17d3633d30.json,0.625,0.75,0.7391304347826086
celldive-dbec4be76309a37077498eb37fe49309.json,0.5625,0.8125,0.6521739130434783
celldive-e4263715a087881e46ea4d11f49139aa.json,0.75,0.8125,0.782608695652174
celldive-ec85791b4b73e76bf32bb40bad60fb50.json,0.75,0.875,0.8260869565217391
celldive-eda14b6f4359fa0bfc47f8ba62d803ad.json,0.6875,0.875,0.782608695652174
celldive-f22a9ba97b79eefe6b152b4315e43c76.json,0.75,0.875,0.8260869565217391
celldive-fa238ec2a83302fb4af92442c3683a23.json,0.6875,0.8125,0.782608695652174
