input_file,correctness,completeness,accuracy
af-00e256274c3dd0976313a73df36880f4.json,1.0,0.9,0.9166666666666666
af-04162af64b33eef6da0ab3e38a39fa8e.json,0.875,0.8,0.7916666666666666
af-042dee3864a80e39e2501e84e844a697.json,0.875,0.8,0.8333333333333334
af-08d2245110a7f75bd7adade421b38a18.json,0.8888888888888888,0.9,0.9166666666666666
af-0a6f5c1afbcc31622eb34daf88c2c016.json,0.7142857142857143,0.7777777777777778,0.8333333333333334
af-0afb4197430ef0ab784ad1c05ebf2d20.json,1.0,0.8,0.875
af-0d59cba813cdae8a1ee493e954732911.json,0.875,0.8,0.875
af-0eadc4c1d07019f1ab7d5f36944eaae2.json,0.875,0.8,0.8333333333333334
af-102da8a3155714812a323aed945f4be4.json,0.8571428571428571,0.7,0.7916666666666666
af-109162ed40ede274202eab96bf640fa4.json,0.8571428571428571,0.7777777777777778,0.7916666666666666
af-113912557e292b0570dcd845e39831cb.json,0.875,0.8,0.875
af-12fd290cb8260b7e2e289f8a83b44fb5.json,0.875,0.8,0.875
af-1526dffefe8a8390ae7d569b4f4ec03e.json,0.875,0.8,0.875
af-1accbd367bac01690a733c77460371a7.json,0.875,0.8,0.7916666666666666
af-1e259bab8974d0cc99756d8808997871.json,0.875,0.8,0.75
af-1ecea90835e01feccb855a188d010116.json,0.8888888888888888,0.9,0.8333333333333334
af-223ce3515c5f6521b64ef25a66789a51.json,1.0,0.9,0.9166666666666666
af-26cd3613ea53ec29b994ee1c7c57c827.json,0.8888888888888888,0.9,0.875
af-2715eaa4e4a08f2df38ada0067872230.json,0.875,0.8,0.875
af-2bc6713576dda7c7e6378aec38df437d.json,0.8888888888888888,0.9,0.9166666666666666
af-2d6c51fbd0916109550a708d485903b7.json,0.7142857142857143,0.7777777777777778,0.7916666666666666
af-2de084b9bb2dc06c89ad437824764839.json,0.875,0.8,0.8333333333333334
af-2f9e91ff774243ef11d148a2bf7a6822.json,0.8571428571428571,0.7777777777777778,0.8333333333333334
af-370a4b793e507ca0c638e2268a2556dd.json,0.875,0.8,0.875
af-379ec1e6f7f0633a62997136db2854a7.json,0.875,0.8,0.875
af-381088ffe5fdaa94f0838f1feed3ea95.json,0.8571428571428571,0.7,0.8333333333333334
af-38aa877c34c03cc35fd8ec12992105d0.json,0.8888888888888888,0.9,0.875
af-38ba22b0a2bdace0d0dd7504cbe15aae.json,0.875,0.8,0.875
af-4137cb4ade32874959dd2de41c2eaf72.json,0.875,0.8,0.8333333333333334
af-46ed471a6b4ad5b97817ff2c26ef6ddd.json,0.7142857142857143,0.7777777777777778,0.7916666666666666
af-4aa1e2cbdb791f7e0e75f84b1d103603.json,0.8888888888888888,0.9,0.9166666666666666
af-4c04a73e87f0b5deb00d88d4cb20095d.json,0.8888888888888888,0.9,0.875
af-53fb094fd0f39f6d0b0fee3fc5db786f.json,0.875,0.8,0.875
af-54eb270a67060da0d1edbf83032256aa.json,0.8888888888888888,0.9,0.9166666666666666
af-54ef9a03bc7abbedc60a261bf49e1119.json,0.875,0.8888888888888888,0.9166666666666666
af-57299edf509b218aa9b4c4a2e1d979bd.json,1.0,0.8,0.875
af-584620d30b86098ece9b96edb407c786.json,0.7142857142857143,0.7777777777777778,0.7916666666666666
af-5cea1fcd164c1cc994c4a38dda8ebe21.json,0.875,0.8,0.8333333333333334
af-5eb7d04d71566c53dfc9eb1c7346c68d.json,0.875,0.8,0.8333333333333334
af-622ae688e4aae133de1856c2616e4924.json,1.0,0.8,0.9166666666666666
af-64843d72299106e9516f118f00d2ff63.json,0.875,0.8,0.875
af-64d3913d4d68b8a7d7ae5616e0e33f58.json,1.0,0.8,0.875
af-67cd28b445424e92804ffc2cf4d68e33.json,0.875,0.8,0.7916666666666666
af-6a037ddcb811f77f726b9f78e5d369a2.json,1.0,0.8,0.875
af-6be7dbb6f69b340d11bb0df612e248eb.json,0.8888888888888888,0.9,0.875
af-72943e3bb15b38b8b20d2d383790859d.json,1.0,0.9,0.9166666666666666
af-744647801573d1d5700ee7523089734c.json,0.8888888888888888,0.9,0.9166666666666666
af-7531c7b642469f7fdf1e2e8af4048b00.json,0.8888888888888888,0.9,0.875
af-7aa0816fc26641fb86fe9a2e89a22625.json,0.875,0.8,0.875
af-7ede2efa49ae0dc50c9cb8afb276ebe4.json,0.875,0.8,0.875
af-7fb0d37cb45c6df057e6b7bb8375b6eb.json,1.0,0.9,0.9583333333333334
af-8122e6bbb32d0561eade1136d320a561.json,0.7142857142857143,0.7777777777777778,0.7916666666666666
af-849090248925bedb9874e66b5ed993ee.json,0.875,0.8,0.875
af-886c7dd4028c7a7730d4e7d393a1b122.json,0.8888888888888888,0.9,0.875
af-8b347e7307c4e76f0ce20700ac77d38d.json,0.8571428571428571,0.7777777777777778,0.8333333333333334
af-8e6ab08466018c9ec0db2cd5dd9bb198.json,0.8888888888888888,0.9,0.875
af-92df024f9ad91137675019284d7b68d9.json,0.875,0.8,0.8333333333333334
af-93d618ca2f293b3c13fb38d4c70eabde.json,0.875,0.8,0.8333333333333334
af-95ab42bc25e0c1fff60e58ba10258ba0.json,0.8888888888888888,0.9,0.875
af-9a519955a24cc30b7184177a5a89cecb.json,0.7142857142857143,0.7777777777777778,0.8333333333333334
af-9a8927db17db65fc52bf4f9ae0a71271.json,0.875,0.8,0.8333333333333334
af-9ba91ddddfb2be8f06fd11230da0bbb3.json,0.7142857142857143,0.7777777777777778,0.7916666666666666
af-9ed95f2cf5c1b1a6af6250085d1aaf4a.json,0.8571428571428571,0.7777777777777778,0.7916666666666666
af-9ff592a054da5b6ff14730aa49b15512.json,0.8888888888888888,0.9,0.9166666666666666
af-a11fe9d14122d4254acfefc9bf9faae4.json,0.75,0.8888888888888888,0.8333333333333334
af-a473b7a08674a47ad7b05b2f72db4ebb.json,1.0,0.9,0.9583333333333334
af-a607cb71695de1747f5662f2ccd81a4a.json,0.8888888888888888,0.9,0.9166666666666666
af-a7446cfb37adfac308eb69ec307dd69a.json,1.0,0.8,0.875
af-a9ee902a06297d3d126d031b4b59259b.json,1.0,0.8,0.875
af-ac616d7b9149d279b29a5df3472486ac.json,0.7142857142857143,0.7777777777777778,0.8333333333333334
af-af63bdaff825ff02ca9892cbc84850a2.json,1.0,0.9,0.9583333333333334
af-b48c4e17eb687b6f667923a94b97d65d.json,0.8888888888888888,0.9,0.875
