input_file,correctness,completeness,accuracy
codex-00d1a3623dac388773bc7780fcb42797.json,0.9230769230769231,0.8125,0.72
codex-03043e079260d180099579045f16cd53.json,1.0,0.7857142857142857,0.84
codex-053544cd63125fc25f6a71a8f444bafc.json,1.0,0.8125,0.76
codex-077f7862f6306055899374c7807a30c3.json,0.9090909090909091,0.7857142857142857,0.76
codex-0a22e0b91026c2164b238ff0e735077b.json,0.9230769230769231,0.8125,0.76
codex-0daec302e2745287b29948a8c8c30cf1.json,1.0,0.8125,0.8
codex-11b4f413984624557c2b1a4566b0d71a.json,0.9230769230769231,0.8125,0.72
codex-133bc98251c8b80923f550ea2678380e.json,1.0,0.8125,0.76
codex-1393ff7729eff13cd2f4d5d58af96fdb.json,1.0,0.8125,0.84
codex-153b0fe8575ff1a17768319ba6dbaa5c.json,1.0,0.8125,0.84
codex-1aea5d37b6bef49653515595f228c545.json,0.9230769230769231,0.8125,0.76
codex-1c33472c68c4fb40f531b39bf6310f2d.json,0.7692307692307693,0.8125,0.68
codex-1ef4a756160bd478823f7f400c3d3709.json,0.9230769230769231,0.8125,0.8
codex-262419be2d6fc1fbbbdcbf9645d7b11a.json,1.0,0.8125,0.88
codex-2b57ac6fea7aa96d26d2685a297a4e7a.json,0.9230769230769231,0.8125,0.76
codex-2c3540e2b1040c06612698d80ecab56a.json,0.9090909090909091,0.7857142857142857,0.76
codex-3480cd404d4bacd7bb8d21be8de12c6c.json,1.0,0.8125,0.84
codex-35ffbad7d81bcc0c3ebf298406e3e712.json,0.9230769230769231,0.8125,0.72
codex-371a66eb271ddc229fa5cb2c3a20ca12.json,0.9230769230769231,0.8125,0.8
codex-3a4fb23a49fba2647dba2b8f57976d25.json,1.0,0.8125,0.8
codex-3d14dcc3d7c3e0cd339c9366e34b37c7.json,0.9230769230769231,0.8125,0.8
codex-3de2804ec3219228758dba8382d33423.json,0.9230769230769231,0.8125,0.72
codex-3f3fc7fbd6c9ddffd3cd96e07b946252.json,1.0,0.8125,0.8
codex-4852fecbbb3fe8fd8a4b897f26941dd9.json,1.0,0.7857142857142857,0.8
codex-4887c97a8f862dfd0927fca83772da67.json,1.0,0.8125,0.8
codex-4a4c3947a7590031d1ff405557354fdb.json,1.0,0.7857142857142857,0.8
codex-4df8eb42549d6954d0b98b18cb92d9b6.json,1.0,0.7857142857142857,0.84
codex-4ea2c240173bda1bd799b0f17e55a96d.json,0.9230769230769231,0.8125,0.72
codex-52ef1c33a11494b43d8979e0e6057caa.json,0.9230769230769231,0.8125,0.76
codex-59f7fa785f9dbd46f45758e22454e912.json,0.8461538461538461,0.8125,0.68
codex-5afac98d9f449f2169b505179dd96f0e.json,0.9230769230769231,0.8125,0.72
codex-5b8a17e92defe510fa91b3a97a728831.json,1.0,0.8125,0.76
codex-5c5ac37add144e8a9707d2cd7791e694.json,1.0,0.7142857142857143,0.76
codex-5dcd80f33dd59321055f621791918516.json,1.0,0.8125,0.76
codex-5dfaf57521ad6aa97aa64d8aba1f9d32.json,0.9230769230769231,0.8125,0.8
codex-61e800af49715fa70ec90a7c53f3c389.json,0.9230769230769231,0.8125,0.72
codex-654418415bed5ecb9596b17a0320a2c6.json,0.7692307692307693,0.8125,0.68
codex-65f12a80f54438ea3bf5c7200ecd70a3.json,1.0,0.7857142857142857,0.8
codex-699e1e0966bf3bc53e8a114eff9c75d0.json,0.9230769230769231,0.8125,0.8
codex-7034950e109586361e73c1b9ddb81346.json,0.9230769230769231,0.8125,0.76
codex-745514468a9ab6779a4c879e01ac8df2.json,1.0,0.8125,0.8
codex-7500e7f02589f4b4e55641f09723c3de.json,0.9230769230769231,0.8125,0.76
codex-75edcda4f3ff5bef72383d5d082438c2.json,0.9090909090909091,0.7857142857142857,0.76
codex-763635933fb185b0174ea09273b36583.json,0.9230769230769231,0.8125,0.84
codex-7b8380782bc3f9ba8dca693909477b66.json,0.9230769230769231,0.8125,0.72
codex-804df200e0003180cc5a62493ea5dced.json,0.9230769230769231,0.8125,0.72
codex-827794b6592c5370801b97de0d9e2e4b.json,0.9230769230769231,0.8125,0.76
codex-8704f735f701691de8ba8f88ebf01a77.json,1.0,0.8125,0.76
codex-8dd0ef5cafa3541cf9f0661db64662b7.json,0.9090909090909091,0.7857142857142857,0.76
codex-8ed33ab3d0bf77d7a955865c6949cb1c.json,0.9230769230769231,0.8125,0.76
codex-8eeca1a98041348bb14fd652b766661e.json,0.9230769230769231,0.8125,0.76
codex-901aef56094cf599981d8144f07602f9.json,0.9230769230769231,0.8125,0.76
codex-97a405eff9cb4cf14481e5c436b00f47.json,0.9230769230769231,0.8125,0.76
codex-98d54824c0eb9843865dfc3a53b4cff4.json,1.0,0.8125,0.76
codex-98e2fdb35dfa5f1e2f3371cad9d05a83.json,1.0,0.8125,0.84
codex-9b18ca7a4c869239ddf80f0dbae7438d.json,0.9230769230769231,0.8125,0.76
codex-9d85dec83a12ae900c5b7603cb74d6ca.json,0.9230769230769231,0.8125,0.84
codex-9e28cdbdb5bc5b3cf7299f13635eebc9.json,0.7692307692307693,0.8125,0.68
codex-9f5dd6565b429d63417bef01f972629b.json,0.9230769230769231,0.8125,0.8
codex-a2d8214d4ec0fa93e3f840f85d857662.json,1.0,0.8125,0.88
codex-a6ccc344f88a164766d1251053173009.json,1.0,0.7857142857142857,0.88
codex-a702c94500a2f737b722e34f6df7e7dd.json,0.9230769230769231,0.8125,0.76
codex-a71a75ea60d91e89675b04c1728a5a48.json,0.9230769230769231,0.8125,0.76
codex-a7ecf4fd858a58dcaa3bab5df455065b.json,0.9230769230769231,0.8125,0.76
codex-a9d4471b41cd0d8185e12dd6c5a48e96.json,1.0,0.8125,0.88
codex-aa8ac37ea120cde994188df7f74bf3d0.json,1.0,0.8125,0.84
codex-aea2908c0165645e2c1a1251362c2465.json,0.9230769230769231,0.8125,0.72
codex-aedc30c204870180673b6ece299f2eb1.json,0.9090909090909091,0.7857142857142857,0.76
codex-af721c3938f621be2222df891f2e2a37.json,0.9230769230769231,0.8125,0.76
codex-afbd95090454842570908a76c80d1266.json,0.9230769230769231,0.8125,0.76
codex-b3e6c1651d33bdec8a827144c667e998.json,0.9230769230769231,0.8125,0.76
codex-b6f3dd854f9826cad29a2f63261e3a54.json,0.9230769230769231,0.8125,0.76
codex-b7a2c05fdd9ddd0c83c9786ede98a24e.json,0.9090909090909091,0.7857142857142857,0.8
