input_file,correctness,completeness,accuracy
desi-0678e3fbd4a0d199070da525283a4fbb.json,0.5769230769230769,0.6538461538461539,0.6129032258064516
desi-1700b79939183b208c6d45fde6891002.json,0.6538461538461539,0.7307692307692307,0.6774193548387096
desi-1fdf1623f3558862a1702412492da246.json,0.6153846153846154,0.7307692307692307,0.6774193548387096
desi-27bb9037a8201370846856ea4d67d402.json,0.6153846153846154,0.7307692307692307,0.6451612903225806
desi-3685cb692b93cb61795c5e14a71d1428.json,0.6538461538461539,0.7307692307692307,0.6774193548387096
desi-37a0672af0fc9059f3ba23173405eccd.json,0.6153846153846154,0.6923076923076923,0.6451612903225806
desi-5528d177fbaec160dd6240d67b221711.json,0.72,0.76,0.7096774193548387
desi-6b93107731199733f266bbd0f3bc9747.json,0.5769230769230769,0.6153846153846154,0.6129032258064516
desi-81ef456932aeb5a441cb48cf6a7339ae.json,0.6153846153846154,0.6923076923076923,0.6774193548387096
desi-8d72d5e9ffc2a0a50041b8b77d835645.json,0.6538461538461539,0.6923076923076923,0.6774193548387096
desi-ab181e8ef53fcf893acb838c893befbf.json,0.68,0.72,0.6774193548387096
desi-b2c7a142d1a88af612af7db3f64fb300.json,0.6153846153846154,0.7307692307692307,0.6774193548387096
desi-cae0f2df92a91f95016e54fbc6a44a7e.json,0.6153846153846154,0.6538461538461539,0.6774193548387096
desi-e52e701417314609b66f91f698fe4046.json,0.6153846153846154,0.6923076923076923,0.6451612903225806
desi-efe540732d86ec1fee3c0b0cff7313e9.json,0.6153846153846154,0.6538461538461539,0.6451612903225806
